output,y_true_mean,y_true_std,y_true_min,y_true_max,y_pred_mean,y_pred_std,y_pred_min,y_pred_max,is_near_constant_target
iteration1_avg_fuel_temp,1015.7096557617188,9.456109046936035,1000.1400146484375,1071.3199462890625,1015.530029296875,8.773841857910156,1003.7640380859375,1058.919677734375,False
iteration1_max_fuel_temp,1102.596923828125,16.401151657104492,1074.5,1196.469970703125,1102.530029296875,14.792013168334961,1080.81201171875,1171.4923095703125,False
iteration1_max_monolith_temp,1067.6378173828125,18.908836364746094,1035.6400146484375,1176.93994140625,1067.325439453125,17.67511749267578,1043.2811279296875,1156.149169921875,False
iteration1_max_global_stress,204.12826538085938,41.940467834472656,115.72000885009766,372.6400146484375,204.45298767089844,40.09485626220703,119.1850814819336,362.3351745605469,False
iteration1_monolith_new_temperature,955.2710571289062,3.223440408706665,950.4237670898438,975.2263793945312,955.2516479492188,2.920257329940796,951.4527587890625,969.9729614257812,False
iteration1_Hcore_after,152.3421173095703,0.17943130433559418,151.92166137695312,152.77227783203125,152.33421325683594,0.17984771728515625,151.87615966796875,152.79881286621094,False
iteration1_wall2,29.92301368713379,0.024386348202824593,29.857797622680664,29.991912841796875,29.922245025634766,0.024461528286337852,29.855209350585938,29.98904037475586,False
iteration2_keff,1.1035140752792358,0.0007142289541661739,1.1014816761016846,1.1056294441223145,1.1035202741622925,0.0006750744651071727,1.1018218994140625,1.1054034233093262,False
iteration2_avg_fuel_temp,1000.8180541992188,3.7621850967407227,992.5399780273438,1016.489990234375,1000.765869140625,3.108887195587158,995.4869384765625,1015.7357177734375,False
iteration2_max_fuel_temp,1074.1947021484375,7.018443584442139,1058.18994140625,1102.22998046875,1074.1558837890625,5.818629264831543,1063.156982421875,1100.6263427734375,False
iteration2_max_monolith_temp,1036.6151123046875,7.906452178955078,1018.7899780273438,1068.6400146484375,1036.61181640625,6.257865905761719,1025.1431884765625,1064.93994140625,False
iteration2_max_global_stress,162.2816619873047,29.74396514892578,97.21000671386719,278.3899841308594,161.58998107910156,28.457176208496094,97.90553283691406,270.760009765625,False
iteration2_monolith_new_temperature,950.7525634765625,1.0535045862197876,948.6810302734375,955.597900390625,950.7455444335938,0.8452403545379639,949.2819213867188,954.814697265625,False
iteration2_Hcore_after,152.35675048828125,0.6256369352340698,151.90272521972656,164.8483123779297,152.3030548095703,0.19381554424762726,151.83416748046875,152.75462341308594,False
iteration2_wall2,29.919567108154297,0.02409408427774906,29.853731155395508,29.987220764160156,29.918458938598633,0.024150384590029716,29.85112953186035,29.98413848876953,False
